InvoiceDate,Recency,Frequency,TotalQuantity,AvgUnitPrice,Monetary,Recency_Frequency_Ratio,Frequency_TotalQuantity_Ratio,Cluster,Cluster_2
2010-12-01 12:49:00,374,2.0,12739.120197811297,2.057391304347826,0,187.0,0.012658227848101266,0,0
2010-12-01 12:50:00,374,2.0,17578.23667984618,2.535,0,187.0,0.009174311926605505,0,0
2010-12-01 12:51:00,373,2.0,4028.7105301485008,2.95,0,186.5,0.04,0,0
2010-12-01 12:54:00,373,2.0,2738.279468272531,1.7719999999999998,0,186.5,0.058823529411764705,0,0
2010-12-01 12:58:00,373,2.0,13061.72796328029,2.3733333333333335,0,186.5,0.012345679012345678,0,0
2010-12-01 13:04:00,373,2.0,25320.823051102,1.8835714285714287,0,186.5,0.006369426751592357,0,0
2010-12-01 13:17:00,373,2.0,17094.325031642693,2.1371428571428575,0,186.5,0.009433962264150943,0,0
2010-12-01 13:20:00,373,2.0,5157.837709289974,3.1900000000000004,0,186.5,0.03125,0,0
2010-12-01 13:21:00,373,2.0,10480.86583952835,2.51,0,186.5,0.015384615384615385,0,0
2010-12-01 13:23:00,373,2.0,34192.53660149928,1.5581818181818183,0,186.5,0.0047169811320754715,0,0
2010-12-01 13:24:00,373,2.0,163719.55443729975,1.3867272727272726,0,186.5,0.0009852216748768472,1,1
2010-12-01 13:31:00,373,2.0,4351.318295617492,1.675,0,186.5,0.037037037037037035,0,0
2010-12-01 13:33:00,373,2.0,8383.915363979899,2.6700000000000004,0,186.5,0.019230769230769232,0,0
2010-12-01 13:38:00,373,2.0,9674.346425855869,3.064285714285714,0,186.5,0.016666666666666666,0,0
2010-12-01 13:45:00,373,2.0,2576.975585538035,3.1,0,186.5,0.0625,0,0
2010-12-01 13:51:00,373,2.0,9190.43477765238,3.0,0,186.5,0.017543859649122806,0,0
2010-12-01 13:54:00,373,2.0,22901.264810084558,2.2562962962962962,0,186.5,0.007042253521126761,0,0
2010-12-01 14:03:00,373,2.0,23062.56869281905,2.7416666666666667,0,186.5,0.006993006993006993,0,0
2010-12-01 14:05:00,373,2.0,21449.52986547409,1.8627272727272726,0,186.5,0.007518796992481203,0,0
2010-12-01 14:11:00,373,2.0,25966.038582039986,1.8666666666666667,0,186.5,0.006211180124223602,0,0
2010-12-01 14:34:00,373,2.0,13545.639611483777,1.926,0,186.5,0.011904761904761904,0,0
2010-12-01 14:38:00,373,2.0,10803.473604997342,1.06,0,186.5,0.014925373134328358,0,0
2010-12-01 14:41:00,373,2.0,29514.724002198902,2.9064150943396223,0,186.5,0.00546448087431694,0,0
2010-12-01 14:54:00,373,2.0,11609.99301866982,1.55,0,186.5,0.013888888888888888,0,0
2010-12-01 15:00:00,373,2.0,10480.86583952835,2.0166666666666666,0,186.5,0.015384615384615385,0,0
2010-12-01 15:06:00,373,2.0,22739.96092735006,2.4833333333333334,0,186.5,0.0070921985815602835,0,0
2010-12-01 15:08:00,373,2.0,24191.695871960525,2.3666666666666667,0,186.5,0.006666666666666667,0,0
2010-12-01 15:21:00,373,2.0,9351.738660386876,1.25,0,186.5,0.017241379310344827,0,0
2010-12-01 15:27:00,373,2.0,21449.52986547409,1.792857142857143,0,186.5,0.007518796992481203,0,0
2010-12-01 15:28:00,373,2.0,2093.063937334546,0.42,0,186.5,0.07692307692307693,0,0
2010-12-01 15:35:00,373,2.0,29676.027884933395,1.9450980392156862,0,186.5,0.005434782608695652,0,0
2010-12-01 15:37:00,373,2.0,29514.724002198902,1.5615384615384615,0,186.5,0.00546448087431694,0,0
2010-12-01 15:40:00,373,2.0,44677.28897924154,1.1875,0,186.5,0.0036101083032490976,1,1
2010-12-01 15:45:00,373,2.0,4673.926061086485,0.8,0,186.5,0.034482758620689655,0,0
2010-12-01 16:11:00,373,2.0,6609.57265390044,2.316666666666667,0,186.5,0.024390243902439025,0,0
2010-12-01 16:15:00,373,2.0,16933.021148908196,3.2062500000000003,0,186.5,0.009523809523809525,0,0
2010-12-01 16:17:00,373,2.0,10803.473604997342,1.5250000000000001,0,186.5,0.014925373134328358,0,0
2010-12-01 16:21:00,373,2.0,29192.116236729908,2.0286666666666666,0,186.5,0.0055248618784530384,0,0
2010-12-01 16:25:00,373,2.0,4673.926061086485,3.75,0,186.5,0.034482758620689655,0,0
2010-12-01 16:33:00,373,2.0,39676.86861447216,1.5805263157894738,0,186.5,0.0040650406504065045,0,0
2010-12-01 16:49:00,373,2.0,16610.413383439205,2.83,0,186.5,0.009708737864077669,0,0
2010-12-01 16:52:00,373,2.0,10964.77748773184,2.617777777777778,0,186.5,0.014705882352941176,0,0
2010-12-01 16:57:00,373,2.0,12739.120197811297,2.2180645161290324,0,186.5,0.012658227848101266,0,0
2010-12-01 16:58:00,373,2.0,1770.4561718655539,3.478,0,186.5,0.09090909090909091,0,0
2010-12-01 17:15:00,373,2.0,2576.975585538035,3.6,0,186.5,0.0625,0,0
2010-12-01 17:22:00,373,2.0,5641.749357493462,2.71,0,186.5,0.02857142857142857,0,0
2010-12-01 17:24:00,373,2.0,6448.268771165944,2.1142857142857143,0,186.5,0.025,0,0
2010-12-01 17:35:00,373,2.0,11448.689135935325,2.08,0,186.5,0.014084507042253521,0,0
2010-12-02 07:48:00,373,2.0,12416.512432342304,1.9,0,186.5,0.012987012987012988,0,0
2010-12-02 07:49:00,373,2.0,2738.279468272531,3.75,0,186.5,0.058823529411764705,0,0
2010-12-02 08:32:00,373,2.0,8222.611481245402,3.1355555555555554,0,186.5,0.0196078431372549,0,0
2010-12-02 08:33:00,373,2.0,2093.063937334546,1.85,0,186.5,0.07692307692307693,0,0
2010-12-02 08:34:00,373,2.0,10158.258074059357,2.5281818181818183,0,186.5,0.015873015873015872,0,0
2010-12-02 08:40:00,373,2.0,2093.063937334546,1.85,0,186.5,0.07692307692307693,0,0
2010-12-02 08:43:00,373,2.0,18546.05997625316,1.7944444444444447,0,186.5,0.008695652173913044,0,0
2010-12-02 08:52:00,373,2.0,16126.501735235715,2.5958333333333337,0,186.5,0.01,0,0
2010-12-02 09:29:00,373,2.0,12739.120197811297,2.7354545454545454,0,186.5,0.012658227848101266,0,0
2010-12-02 09:37:00,373,2.0,4996.533826555477,1.55,0,186.5,0.03225806451612903,0,0
2010-12-02 09:41:00,373,2.0,13384.33572874928,2.515,0,186.5,0.012048192771084338,0,0
2010-12-02 09:42:00,373,2.0,2093.063937334546,1.85,0,186.5,0.07692307692307693,0,0
2010-12-02 09:43:00,373,2.0,24836.91140289851,1.885714285714286,0,186.5,0.006493506493506494,0,0
2010-12-02 09:44:00,373,2.0,46612.935572055496,1.8431250000000001,0,186.5,0.0034602076124567475,1,1
2010-12-02 10:09:00,373,2.0,7254.788184838427,3.15,0,186.5,0.022222222222222223,0,0
2010-12-02 10:17:00,373,2.0,62098.10831456713,1.7842105263157895,0,186.5,0.0025974025974025974,1,1
2010-12-02 10:18:00,373,2.0,2093.063937334546,3.75,0,186.5,0.07692307692307693,0,0
2010-12-02 10:27:00,373,2.0,32579.49777415433,1.4694444444444443,0,186.5,0.0049504950495049506,0,0
2010-12-02 10:35:00,373,2.0,13384.33572874928,1.17,0,186.5,0.012048192771084338,0,0
2010-12-02 10:39:00,373,2.0,93068.45379959041,1.1146341463414635,0,186.5,0.0017331022530329288,1,1
2010-12-02 10:45:00,373,2.0,35321.66378064076,2.618888888888889,0,186.5,0.0045662100456621,0,0
2010-12-02 10:46:00,373,2.0,1125.240640927569,2.1,0,186.5,0.14285714285714285,0,0
2010-12-02 10:53:00,373,2.0,6609.57265390044,2.825,0,186.5,0.024390243902439025,0,0
2010-12-02 10:54:00,373,2.0,13384.33572874928,2.515,0,186.5,0.012048192771084338,0,0
2010-12-02 10:55:00,373,2.0,2093.063937334546,1.85,0,186.5,0.07692307692307693,0,0
2010-12-02 10:56:00,373,2.0,13384.33572874928,2.515,0,186.5,0.012048192771084338,0,0
2010-12-02 10:58:00,373,2.0,2093.063937334546,1.85,0,186.5,0.07692307692307693,0,0
2010-12-02 11:02:00,373,2.0,27256.469643915952,2.2263157894736842,0,186.5,0.005917159763313609,0,0
2010-12-02 11:20:00,373,2.0,16287.805617970213,1.7875,0,186.5,0.009900990099009901,0,0
2010-12-02 11:21:00,373,2.0,12093.904666873312,1.8354545454545457,0,186.5,0.013333333333333334,0,0
2010-12-02 11:22:00,373,2.0,29192.116236729908,2.375,0,186.5,0.0055248618784530384,0,0
2010-12-02 11:35:00,373,2.0,24352.99975469502,1.3422222222222222,0,186.5,0.006622516556291391,0,0
2010-12-02 11:41:00,373,2.0,98230.17804709429,2.3405084745762714,0,186.5,0.0016420361247947454,1,1
2010-12-02 11:45:00,373,2.0,15481.286204297732,2.640909090909091,0,186.5,0.010416666666666666,0,0
2010-12-02 11:46:00,373,2.0,318.721227255088,4.25,0,186.5,0.5,0,0
2010-12-02 11:57:00,373,2.0,11609.99301866982,2.802,0,186.5,0.013888888888888888,0,0
2010-12-02 12:07:00,373,2.0,18868.66774172215,1.7,0,186.5,0.008547008547008548,0,0
2010-12-02 12:09:00,373,2.0,33708.624953295795,2.0142857142857147,0,186.5,0.004784688995215311,0,0
2010-12-02 12:10:00,373,2.0,19191.275507191145,1.8928571428571428,0,186.5,0.008403361344537815,0,0
2010-12-02 12:16:00,373,2.0,6286.964888431447,1.8433333333333333,0,186.5,0.02564102564102564,0,0
2010-12-02 12:18:00,373,2.0,7900.003715776409,1.8,0,186.5,0.02040816326530612,0,0
2010-12-02 12:22:00,373,2.0,7093.4843021039305,1.9825,0,186.5,0.022727272727272728,0,0
2010-12-02 12:23:00,373,2.0,15965.19785250122,2.515,0,186.5,0.010101010101010102,0,0
2010-12-02 12:24:00,373,2.0,2093.063937334546,1.85,0,186.5,0.07692307692307693,0,0
2010-12-02 12:25:00,373,2.0,13384.33572874928,2.515,0,186.5,0.012048192771084338,0,0
2010-12-02 12:26:00,373,2.0,2093.063937334546,1.85,0,186.5,0.07692307692307693,0,0
2010-12-02 12:28:00,373,2.0,22578.657044615564,2.4214285714285713,0,186.5,0.007142857142857143,0,0
2010-12-02 12:33:00,373,2.0,4673.926061086485,2.8875,0,186.5,0.034482758620689655,0,0
2010-12-02 12:47:00,373,2.0,44032.073448303556,1.5212,0,186.5,0.003663003663003663,0,0
2010-12-02 12:50:00,373,2.0,25804.73469930549,2.029166666666667,0,186.5,0.00625,0,0
2010-12-02 13:06:00,372,2.0,5964.357122962455,2.106666666666667,0,186.0,0.02702702702702703,0,0
2010-12-02 13:08:00,372,2.0,13545.639611483777,2.475,0,186.0,0.011904761904761904,0,0
2010-12-02 13:11:00,372,2.0,21126.922100005097,1.7026666666666666,0,186.0,0.007633587786259542,0,0
2010-12-02 13:14:00,372,2.0,15965.19785250122,2.0686666666666667,0,186.0,0.010101010101010102,0,0
2010-12-02 13:32:00,372,2.0,21449.52986547409,2.0323076923076924,0,186.0,0.007518796992481203,0,0
2010-12-02 13:36:00,372,2.0,11771.29690140432,2.0100000000000002,0,186.0,0.0136986301369863,0,0
2010-12-02 13:38:00,372,2.0,13061.72796328029,2.392857142857143,0,186.0,0.012345679012345678,0,0
2010-12-02 13:39:00,372,2.0,12900.424080545792,2.2357142857142858,0,186.0,0.0125,0,0
2010-12-02 13:44:00,372,2.0,12255.208549607807,1.5350000000000001,0,186.0,0.013157894736842105,0,0
2010-12-02 13:45:00,372,2.0,2738.279468272531,2.3,0,186.0,0.058823529411764705,0,0
2010-12-02 13:49:00,372,2.0,11448.689135935325,2.8038297872340427,0,186.0,0.014084507042253521,0,0
2010-12-02 14:04:00,372,2.0,17578.23667984618,2.819375,0,186.0,0.009174311926605505,0,0
2010-12-02 14:05:00,372,2.0,2093.063937334546,1.85,0,186.0,0.07692307692307693,0,0
2010-12-02 14:06:00,372,2.0,15319.982321563235,2.819375,0,186.0,0.010526315789473684,0,0
2010-12-02 14:07:00,372,2.0,2093.063937334546,1.85,0,186.0,0.07692307692307693,0,0
2010-12-02 14:09:00,372,2.0,23062.56869281905,1.7358000000000002,0,186.0,0.006993006993006993,0,0
2010-12-02 14:26:00,372,2.0,15319.982321563235,2.138888888888889,0,186.0,0.010526315789473684,0,0
2010-12-02 14:30:00,372,2.0,5480.445474758966,2.8,0,186.0,0.029411764705882353,0,0
2010-12-02 14:40:00,372,2.0,36450.790959782236,1.4755555555555555,0,186.0,0.004424778761061947,0,0
2010-12-02 14:42:00,372,2.0,20643.01045180161,1.7911111111111113,0,186.0,0.0078125,0,0
2010-12-02 14:47:00,372,2.0,59678.55007354968,1.9448275862068964,0,186.0,0.002702702702702703,1,1
2010-12-02 14:49:00,372,2.0,10803.473604997342,2.012857142857143,0,186.0,0.014925373134328358,0,0
2010-12-02 15:00:00,372,2.0,15803.893969766723,1.8439999999999999,0,186.0,0.01020408163265306,0,0
2010-12-02 15:03:00,372,2.0,19675.187155394633,2.0683333333333334,0,186.0,0.00819672131147541,0,0
2010-12-02 15:14:00,372,2.0,4028.7105301485008,2.1,0,186.0,0.04,0,0
2010-12-02 15:18:00,372,2.0,36450.790959782236,1.9095238095238096,0,186.0,0.004424778761061947,0,0
2010-12-02 15:19:00,372,2.0,26288.646347508977,1.1400000000000001,0,186.0,0.006134969325153374,0,0
2010-12-02 15:20:00,372,2.0,21449.52986547409,1.68,0,186.0,0.007518796992481203,0,0
2010-12-02 15:24:00,372,2.0,12093.904666873312,2.3841666666666668,0,186.0,0.013333333333333334,0,0
2010-12-02 15:25:00,372,2.0,2093.063937334546,1.85,0,186.0,0.07692307692307693,0,0
2010-12-02 15:26:00,372,2.0,21126.922100005097,3.057142857142857,0,186.0,0.007633587786259542,0,0
2010-12-02 15:27:00,372,2.0,4028.7105301485008,1.85,0,186.0,0.04,0,0
2010-12-02 15:28:00,372,2.0,4028.7105301485008,1.25,0,186.0,0.04,0,0
2010-12-02 15:39:00,372,2.0,11448.689135935325,3.0772727272727276,0,186.0,0.014084507042253521,0,0
2010-12-02 15:40:00,372,2.0,25320.823051102,2.19125,0,186.0,0.006369426751592357,0,0
2010-12-02 15:46:00,372,2.0,24030.39198922603,1.805757575757576,0,186.0,0.006711409395973154,0,0
2010-12-02 15:49:00,372,2.0,9190.43477765238,2.65,0,186.0,0.017543859649122806,0,0
2010-12-02 15:55:00,372,2.0,40160.780262675646,1.8757142857142857,0,186.0,0.004016064257028112,0,0
2010-12-02 16:00:00,372,2.0,19836.49103812913,1.7277777777777779,0,186.0,0.008130081300813009,0,0
2010-12-02 16:12:00,372,2.0,30321.24341587138,1.5727777777777776,0,186.0,0.005319148936170213,0,0
2010-12-02 16:29:00,372,2.0,5964.357122962455,3.29,0,186.0,0.02702702702702703,0,0
2010-12-02 16:33:00,372,2.0,1125.240640927569,3.75,0,186.0,0.14285714285714285,0,0
2010-12-02 16:34:00,372,2.0,19675.187155394633,3.202727272727273,0,186.0,0.00819672131147541,0,0
2010-12-02 16:38:00,372,2.0,50484.228757683406,1.176842105263158,0,186.0,0.003194888178913738,1,1
2010-12-02 16:42:00,372,2.0,7900.003715776409,0.625,0,186.0,0.02040816326530612,0,0
2010-12-02 16:46:00,372,2.0,9190.43477765238,3.164285714285714,0,186.0,0.017543859649122806,0,0
2010-12-02 16:59:00,372,2.0,23707.784223757037,1.5346666666666666,0,186.0,0.006802721088435374,0,0
2010-12-02 17:12:00,372,2.0,29676.027884933395,1.677857142857143,0,186.0,0.005434782608695652,0,0
2010-12-02 17:17:00,372,2.0,12416.512432342304,1.9904761904761903,0,186.0,0.012987012987012988,0,0
2010-12-02 17:22:00,372,2.0,1770.4561718655539,3.35,0,186.0,0.09090909090909091,0,0
2010-12-02 17:40:00,372,2.0,2093.063937334546,4.95,0,186.0,0.07692307692307693,0,0
2010-12-02 17:41:00,372,2.0,9835.650308590364,2.4833333333333334,0,186.0,0.01639344262295082,0,0
2010-12-02 17:48:00,372,2.0,30482.547298605878,1.9785714285714284,0,186.0,0.005291005291005291,0,0
2010-12-02 17:51:00,372,2.0,2093.063937334546,2.95,0,186.0,0.07692307692307693,0,0
2010-12-02 18:08:00,372,2.0,19513.883272660136,2.1336842105263156,0,186.0,0.008264462809917356,0,0
2010-12-02 18:15:00,372,2.0,25966.038582039986,2.0795454545454546,0,186.0,0.006211180124223602,0,0
2010-12-02 18:23:00,372,2.0,7900.003715776409,0.585,0,186.0,0.02040816326530612,0,0
2010-12-02 18:25:00,372,2.0,15642.590087032228,0.42000000000000004,0,186.0,0.010309278350515464,0,0
2010-12-02 18:27:00,372,2.0,49516.40546127642,1.7976923076923077,0,186.0,0.003257328990228013,1,1
2010-12-02 18:45:00,372,2.0,12739.120197811297,3.427777777777778,0,186.0,0.012658227848101266,0,0
2010-12-02 18:46:00,372,2.0,2093.063937334546,1.25,0,186.0,0.07692307692307693,0,0
2010-12-02 18:49:00,372,2.0,802.6328754585766,3.75,0,186.0,0.2,0,0
2010-12-02 19:18:00,372,2.0,6609.57265390044,2.65625,0,186.0,0.024390243902439025,0,0
2010-12-02 19:59:00,372,2.0,16933.021148908196,2.3176470588235296,0,186.0,0.009523809523809525,0,0
2010-12-03 09:31:00,372,2.0,22417.353161881067,1.4357142857142855,0,186.0,0.007194244604316547,0,0
2010-12-03 09:45:00,372,2.0,3222.19111647602,3.75,0,186.0,0.05,0,0
2010-12-03 09:49:00,372,2.0,10158.258074059357,2.79,0,186.0,0.015873015873015872,0,0
2010-12-03 09:51:00,372,2.0,17255.62891437719,0.8016666666666666,0,186.0,0.009345794392523364,0,0
2010-12-03 10:26:00,372,2.0,44032.073448303556,2.341379310344828,0,186.0,0.003663003663003663,0,0
2010-12-03 10:33:00,372,2.0,8545.219246714394,2.156,0,186.0,0.018867924528301886,0,0
2010-12-03 10:36:00,372,2.0,6609.57265390044,1.45,0,186.0,0.024390243902439025,0,0
2010-12-03 10:43:00,372,2.0,26933.86187844696,2.4053846153846155,0,186.0,0.005988023952095809,0,0
2010-12-03 10:44:00,372,2.0,9835.650308590364,2.157142857142857,0,186.0,0.01639344262295082,0,0
2010-12-03 11:19:00,372,2.0,11448.689135935325,1.5695000000000001,0,186.0,0.014084507042253521,0,0
2010-12-03 11:35:00,372,2.0,13223.031846014785,2.435593220338983,0,186.0,0.012195121951219513,0,0
2010-12-03 12:05:00,372,2.0,30482.547298605878,2.1055555555555556,0,186.0,0.005291005291005291,0,0
2010-12-03 12:11:00,372,2.0,12093.904666873312,2.028076923076923,0,186.0,0.013333333333333334,0,0
2010-12-03 12:24:00,372,2.0,23223.87257555355,2.1792727272727275,0,186.0,0.006944444444444444,0,0
2010-12-03 12:28:00,372,2.0,54839.4335915148,2.1744,0,186.0,0.0029411764705882353,1,1
2010-12-03 12:29:00,372,2.0,60646.373369956666,1.9009375,0,186.0,0.0026595744680851063,1,1
2010-12-03 12:43:00,372,2.0,46935.54333752448,2.9521739130434783,0,186.0,0.003436426116838488,1,1
2010-12-03 12:48:00,372,2.0,20320.402686332618,2.5500000000000003,0,186.0,0.007936507936507936,0,0
2010-12-03 13:40:00,371,2.0,16933.021148908196,1.3233333333333333,0,185.5,0.009523809523809525,0,0
2010-12-03 13:42:00,371,2.0,1931.76005460005,4.075,0,185.5,0.08333333333333333,0,0
2010-12-03 13:43:00,371,2.0,45161.200627445025,2.0878260869565217,0,185.5,0.0035714285714285713,1,1
2010-12-03 13:59:00,371,2.0,17578.23667984618,1.532,0,185.5,0.009174311926605505,0,0
2010-12-03 14:04:00,371,2.0,101778.8634672532,2.1464150943396225,0,185.5,0.001584786053882726,1,1
2010-12-03 14:18:00,371,2.0,21772.13763094308,2.0175,0,185.5,0.007407407407407408,0,0
2010-12-03 14:26:00,371,2.0,26127.34246477448,2.0171428571428573,0,185.5,0.006172839506172839,0,0
2010-12-03 14:30:00,371,2.0,8383.915363979899,2.3649999999999998,0,185.5,0.019230769230769232,0,0
2010-12-03 14:35:00,371,2.0,19675.187155394633,2.0543478260869565,0,185.5,0.00819672131147541,0,0
2010-12-03 14:40:00,371,2.0,13384.33572874928,2.441111111111111,0,185.5,0.012048192771084338,0,0
2010-12-03 14:54:00,371,2.0,12416.512432342304,1.708139534883721,0,185.5,0.012987012987012988,0,0
2010-12-03 15:05:00,371,2.0,14997.374556094243,2.4403030303030304,0,185.5,0.010752688172043012,0,0
2010-12-03 15:10:00,371,2.0,3544.798881945012,3.485294117647059,0,185.5,0.045454545454545456,0,0
2010-12-03 15:14:00,371,2.0,10480.86583952835,1.7333333333333334,0,185.5,0.015384615384615385,0,0
2010-12-03 15:19:00,371,2.0,5964.357122962455,2.5016129032258063,0,185.5,0.02702702702702703,0,0
2010-12-03 15:25:00,371,2.0,1447.8484063965614,3.75,0,185.5,0.1111111111111111,0,0
2010-12-03 15:45:00,371,2.0,25966.038582039986,2.934090909090909,0,185.5,0.006211180124223602,0,0
2010-12-03 16:02:00,371,2.0,4673.926061086485,2.0805,0,185.5,0.034482758620689655,0,0
2010-12-03 16:35:00,371,2.0,11126.081370466336,1.42,0,185.5,0.014492753623188406,0,0
2010-12-03 16:44:00,371,2.0,23062.56869281905,1.8923076923076925,0,185.5,0.006993006993006993,0,0
2010-12-03 16:45:00,371,2.0,17578.23667984618,1.25,0,185.5,0.009174311926605505,0,0
2010-12-03 17:20:00,371,2.0,127910.09247024158,2.0346875,0,185.5,0.0012610340479192938,1,1
2010-12-03 17:21:00,371,2.0,1447.8484063965614,1.45,0,185.5,0.1111111111111111,0,0
2010-12-03 17:28:00,371,2.0,11609.99301866982,2.1525925925925926,0,185.5,0.013888888888888888,0,0
2010-12-05 10:03:00,370,2.0,14997.374556094243,3.072727272727273,0,185.0,0.010752688172043012,0,0
2010-12-05 10:12:00,370,2.0,1770.4561718655539,2.95,0,185.0,0.09090909090909091,0,0
2010-12-05 10:36:00,370,2.0,8222.611481245402,2.770416666666667,0,185.0,0.0196078431372549,0,0
2010-12-05 10:45:00,370,2.0,10642.169722262845,2.664722222222222,0,185.0,0.015151515151515152,0,0
2010-12-05 10:52:00,370,2.0,14190.855142421762,4.10625,0,185.0,0.011363636363636364,0,0
2010-12-05 10:54:00,370,2.0,6770.876536634935,2.6393333333333335,0,185.0,0.023809523809523808,0,0
2010-12-05 10:58:00,370,2.0,4351.318295617492,3.0722222222222224,0,185.0,0.037037037037037035,0,0
2010-12-05 11:02:00,370,2.0,29353.420119464405,1.680487804878049,0,185.0,0.005494505494505495,0,0
2010-12-05 11:03:00,370,2.0,480.0251099895842,2.95,0,185.0,0.3333333333333333,0,0
2010-12-05 11:04:00,370,2.0,15158.67843882874,3.0250000000000004,0,185.0,0.010638297872340425,0,0
2010-12-05 11:10:00,370,2.0,48387.278282134954,1.9604166666666665,0,185.0,0.0033333333333333335,1,1
2010-12-05 11:12:00,370,2.0,13061.72796328029,3.1396666666666664,0,185.0,0.012345679012345678,0,0
2010-12-05 11:15:00,370,2.0,4028.7105301485008,4.25,0,185.0,0.04,0,0
2010-12-05 11:40:00,370,2.0,13384.33572874928,1.974390243902439,0,185.0,0.012048192771084338,0,0
2010-12-05 11:45:00,370,2.0,14997.374556094243,2.171818181818182,0,185.0,0.010752688172043012,0,0
